Date,Open,High,Low,Close,Avg (HLC3),Log Avg,Change,Change (%)
2014-09-01,465.864013671875,468.17401123046875,372.239990234375,386.9440002441406,409.1193339029948,6.014006883420205,,
2014-10-01,387.427001953125,411.697998046875,289.2959899902344,338.3210144042969,346.43833414713544,5.84770483496247,-48.62298583984375,-12.565897341518484
2014-11-01,338.6499938964844,457.0929870605469,320.6260070800781,378.0469970703125,385.2553304036458,5.953906310324222,39.725982666015625,11.742097290634955
2014-12-01,378.2489929199219,384.0379943847656,304.23199462890625,320.1929931640625,336.1543273925781,5.817570362229709,-57.85400390625,-15.303389354919227
2015-01-01,320.43499755859375,320.43499755859375,171.50999450683594,217.46400451660156,236.46966552734375,5.465819935550443,-102.72898864746094,-32.08345930131708
2015-02-01,216.86700439453125,265.6109924316406,212.01499938964844,254.26300048828125,243.96299743652344,5.4970165639428865,36.79899597167969,16.921879119020076
2015-03-01,254.2830047607422,300.04400634765625,236.51499938964844,244.2239990234375,260.26100158691406,5.561684979750159,-10.03900146484375,-3.948274599751067
2015-04-01,244.22300720214844,261.7980041503906,214.87399291992188,236.14500427246094,237.6056671142578,5.470612438695031,-8.078994750976562,-3.3080265589301217
2015-05-01,235.93899536132812,247.8040008544922,228.572998046875,230.19000244140625,235.52233378092447,5.461805744547652,-5.9550018310546875,-2.521756430715716
2015-06-01,230.23300170898438,267.86700439453125,221.29600524902344,263.0719909667969,250.74500020345053,5.5244364872751595,32.881988525390625,14.284716180825697
2015-07-01,263.3450012207031,314.3940124511719,253.5050048828125,284.6499938964844,284.18300374348956,5.649618410016443,21.5780029296875,8.202318631636807
2015-08-01,284.6860046386719,285.7149963378906,199.56700134277344,230.05599975585938,238.4459991455078,5.474142866014701,-54.593994140625,-19.179341405669803
2015-09-01,230.25599670410156,259.1820068359375,225.11700439453125,236.05999755859375,240.11966959635416,5.4811374223888345,6.003997802734375,2.6097984008702113
2015-10-01,236.00399780273438,334.16900634765625,235.61599731445312,314.1659851074219,294.65032958984375,5.685789329864134,78.10598754882812,33.087345741177955
2015-11-01,315.0050048828125,495.56201171875,300.99700927734375,377.3210144042969,391.29334513346356,5.969457522001629,63.155029296875,20.10244020379246
2015-12-01,377.41400146484375,469.1029968261719,349.4649963378906,430.5669860839844,416.3783264160156,6.0315942854726625,53.2459716796875,14.111583942323126
2016-01-01,430.72100830078125,462.9339904785156,354.91400146484375,368.7669982910156,395.538330078125,5.980247698006332,-61.79998779296875,-14.353164499452431
2016-02-01,369.3500061035156,448.0459899902344,367.9570007324219,437.6969909667969,417.8999938964844,6.035242154848664,68.92999267578125,18.69201772263378
2016-03-01,437.9169921875,439.65301513671875,394.0350036621094,416.72900390625,416.80567423502606,6.032620104154134,-20.967987060546875,-4.79052575029868
2016-04-01,416.760009765625,467.9649963378906,415.83099365234375,448.3179931640625,444.0379943847656,6.095910131709731,31.5889892578125,7.580223349397341
2016-05-01,448.4840087890625,553.9600219726562,437.3890075683594,531.385986328125,507.5783386230469,6.229651060822194,83.0679931640625,18.52881089554299
2016-06-01,531.1069946289062,777.989990234375,525.635986328125,673.3369750976562,658.9876505533854,6.4907047946507195,141.95098876953125,26.713348191662334
2016-07-01,672.5150146484375,704.968017578125,611.833984375,624.6810302734375,647.1610107421875,6.472595120947814,-48.65594482421875,-7.226091336683538
