Date,Open,High,Low,Close,Avg (HLC3),Log Avg,Change,Change (%)
1985-01-01,167.1999969482422,180.27000427246094,163.36000061035156,179.6300048828125,174.42000325520834,5.1614662024618845,,
1985-02-01,179.6300048828125,183.9499969482422,177.75,181.17999267578125,180.95999654134116,5.198275993254974,1.54998779296875,0.8628779996860514
1985-03-01,181.17999267578125,183.88999938964844,176.52999877929688,180.66000366210938,180.36000061035156,5.194954856936957,-0.519989013671875,-0.28700134379759934
1985-04-01,180.66000366210938,183.61000061035156,177.86000061035156,179.8300018310547,180.43333435058594,5.195361370772654,-0.8300018310546875,-0.4594275513284285
1985-05-01,179.8300018310547,189.97999572753906,178.35000610351562,189.5500030517578,185.96000162760416,5.225531605574826,9.720001220703125,5.405105444993996
1985-06-01,189.5500030517578,191.85000610351562,185.02999877929688,191.85000610351562,189.57667032877603,5.244793535460889,2.3000030517578125,1.2134017487352766
1985-07-01,191.85000610351562,196.07000732421875,189.3000030517578,190.9199981689453,192.09666951497397,5.257998732377858,-0.9300079345703125,-0.48475783423665986
1985-08-01,190.9199981689453,192.1699981689453,186.10000610351562,188.6300048828125,188.96666971842447,5.241570648811863,-2.2899932861328125,-1.1994517641396585
1985-09-01,188.6300048828125,188.8000030517578,179.4499969482422,182.0800018310547,183.4433339436849,5.211905812957569,-6.5500030517578125,-3.472407826012114
1985-10-01,182.05999755859375,190.14999389648438,181.16000366210938,189.82000732421875,187.0433349609375,5.2313403277665635,7.7400054931640625,4.250881708769816
1985-11-01,189.82000732421875,203.39999389648438,189.3699951171875,202.1699981689453,198.3133290608724,5.289848249912665,12.349990844726562,6.506158659888994
1985-12-01,202.1699981689453,213.0800018310547,200.10000610351562,211.27999877929688,208.15333557128906,5.338274998356638,9.110000610351562,4.506109063095853
1986-01-01,211.27999877929688,214.57000732421875,202.60000610351562,211.77999877929688,209.6500040690104,5.345439493025359,0.5,0.23665278440403448
1986-02-01,211.77999877929688,227.9199981689453,210.82000732421875,226.9199981689453,221.88666788736978,5.4021667465083825,15.139999389648438,7.148927885973944
1986-03-01,226.9199981689453,240.11000061035156,222.17999267578125,238.89999389648438,233.72999572753906,5.4541665847314045,11.979995727539062,5.279391778691878
1986-04-01,238.89999389648438,245.47000122070312,226.3000030517578,235.52000427246094,235.76333618164062,5.462828489082799,-3.3799896240234375,-1.4148136083619978
1986-05-01,235.52000427246094,249.19000244140625,232.25999450683594,247.35000610351562,242.93333435058594,5.4927870614650125,11.830001831054688,5.022928675463656
1986-06-01,246.0399932861328,251.80999755859375,238.22999572753906,250.83999633789062,246.95999654134116,5.509226366188968,3.489990234375,1.4109521521153523
1986-07-01,250.6699981689453,253.1999969482422,233.07000732421875,236.1199951171875,240.79666646321616,5.483952869747547,-14.720001220703125,-5.868283142882347
1986-08-01,236.1199951171875,254.24000549316406,231.9199981689453,252.92999267578125,246.36333211263022,5.50680740610743,16.80999755859375,7.119260505765657
1986-09-01,252.92999267578125,254.1300048828125,228.0800018310547,231.32000732421875,237.8433380126953,5.471612213289874,-21.6099853515625,-8.54386034765885
1986-10-01,231.32000732421875,244.50999450683594,231.32000732421875,243.97999572753906,239.9366658528646,5.4803749962365655,12.659988403320312,5.47293273494327
1986-11-01,243.97000122070312,249.22000122070312,235.50999450683594,249.22000122070312,244.6499989827474,5.499828613577141,5.2400054931640625,2.147719315076868
1986-12-01,249.22000122070312,254.8699951171875,241.27999877929688,242.1699981689453,246.1066640218099,5.505765035542421,-7.0500030517578125,-2.828827147590973
1987-01-01,242.1699981689453,280.9599914550781,242.1699981689453,274.0799865722656,265.7366587320964,5.582505813636748,31.909988403320312,13.176689368870086
1987-02-01,274.0799865722656,287.54998779296875,273.1600036621094,284.20001220703125,281.6366678873698,5.64061782847517,10.120025634765625,3.6923621317010324
1987-03-01,284.1700134277344,302.7200012207031,282.29998779296875,291.70001220703125,292.24000040690106,5.67757538387938,7.5,2.638986515783981
