Date,Open,High,Low,Close,Avg (HLC3),Log Avg,Change,Change (%)
1984-12-01,167.1999969482422,183.9499969482422,163.36000061035156,181.17999267578125,176.163330078125,5.17141157650894,,
1985-03-01,181.17999267578125,189.97999572753906,176.52999877929688,189.5500030517578,185.35333251953125,5.222263909038731,8.370010375976562,4.619721113994402
1985-06-01,189.5500030517578,196.07000732421875,185.02999877929688,188.6300048828125,189.91000366210938,5.2465502950095475,-0.9199981689453125,-0.48535908949265405
1985-09-01,188.6300048828125,203.39999389648438,179.4499969482422,202.1699981689453,195.00666300455728,5.273033727234131,13.539993286132812,7.178069732089876
1985-12-01,202.1699981689453,227.9199981689453,200.10000610351562,226.9199981689453,218.3133341471354,5.38593134344557,24.75,12.242172540021201
1986-03-01,226.9199981689453,249.19000244140625,222.17999267578125,247.35000610351562,239.57333374023438,5.478859565140354,20.430007934570312,9.003176493664466
1986-06-01,246.0399932861328,254.24000549316406,231.9199981689453,252.92999267578125,246.36333211263022,5.50680740610743,5.579986572265625,2.25590719004487
1986-09-01,252.92999267578125,254.1300048828125,228.0800018310547,249.22000122070312,243.81000264485678,5.496389244281247,-3.709991455078125,-1.46680566263796
1986-12-01,249.22000122070312,287.54998779296875,241.27999877929688,284.20001220703125,271.00999959309894,5.602155719066478,34.980010986328125,14.035796009546875
1987-03-01,284.1700134277344,303.6499938964844,275.6700134277344,290.1000061035156,289.8066711425781,5.66921404943729,5.899993896484375,2.076000578137349
1987-06-01,290.1199951171875,337.8900146484375,286.92999267578125,329.79998779296875,318.2066650390625,5.762701061753027,39.699981689453125,13.68492962915937
1987-09-01,329.80999755859375,332.17999267578125,216.4600067138672,230.3000030517578,259.64666748046875,5.559321735547723,-99.49998474121094,-30.16979636872268
1987-12-01,230.32000732421875,267.82000732421875,221.24000549316406,267.82000732421875,252.29334004720053,5.530592458339433,37.52000427246094,16.29179495235553
1988-03-01,267.82000732421875,272.6400146484375,248.85000610351562,262.1600036621094,261.2166748046875,5.565350234586261,-5.660003662109375,-2.113361028796279
1988-06-01,262.1600036621094,276.8800048828125,256.5299987792969,261.5199890136719,264.97666422526044,5.579641762581435,-0.6400146484375,-0.24413130893238266
1988-09-01,261.5199890136719,283.95001220703125,256.9800109863281,273.70001220703125,271.54334513346356,5.604121777214852,12.180023193359375,4.657396644629963
1988-12-01,273.67999267578125,300.57000732421875,270.4700012207031,288.8599853515625,286.6333312988281,5.658203807650804,15.15997314453125,5.538901157616305
1989-03-01,288.8599853515625,323.05999755859375,286.4599914550781,320.5199890136719,310.01332600911456,5.736615283681448,31.660003662109375,10.960328625502402
1989-06-01,320.510009765625,352.7300109863281,314.3800048828125,351.45001220703125,339.52000935872394,5.827532882990191,30.930023193359375,9.649951408191292
1989-09-01,351.45001220703125,360.44000244140625,327.1199951171875,345.989990234375,344.51666259765625,5.842142456766355,-5.46002197265625,-1.5535700051249046
1989-12-01,346.010009765625,360.5899963378906,319.8299865722656,331.8900146484375,337.43666585286456,5.821377835970604,-14.0999755859375,-4.0752553495510435
1990-03-01,331.8900146484375,362.260009765625,327.760009765625,361.2300109863281,350.4166768391927,5.859122951648849,29.339996337890625,8.840276911907008
1990-06-01,361.260009765625,369.7799987792969,306.17999267578125,322.55999755859375,332.8399963378906,5.807661883029617,-38.670013427734375,-10.705094330935305
1990-09-01,322.55999755859375,326.5299987792969,294.510009765625,322.2200012207031,314.4200032552083,5.750729682116425,-0.339996337890625,-0.10540561150297334
1990-12-01,322.2300109863281,370.9599914550781,309.3500061035156,367.07000732421875,349.1266682942708,5.855434802755236,44.850006103515625,13.91906335224542
1991-03-01,367.07000732421875,391.260009765625,363.7300109863281,389.8299865722656,381.60666910807294,5.94439041611972,22.759979248046875,6.200446452696373
1991-06-01,389.80999755859375,396.82000732421875,367.9800109863281,395.42999267578125,386.7433369954427,5.957761261109404,5.600006103515625,1.436525228024621
1991-09-01,395.42999267578125,398.2200012207031,371.6300048828125,375.2200012207031,381.69000244140625,5.944608767219025,-20.209991455078125,-5.110889874165059
1991-12-01,375.1099853515625,421.17999267578125,371.3599853515625,412.70001220703125,401.7466634114583,5.9958216994467515,37.480010986328125,9.988809462287307
1992-03-01,412.67999267578125,418.75,392.4100036621094,415.3500061035156,408.836669921875,6.013315736241017,2.649993896484375,0.6421114170345632
1992-06-01,415.3500061035156,425.1400146484375,399.9200134277344,414.0299987792969,413.03000895182294,6.0235202512216555,-1.32000732421875,-0.31780602018091075
1992-09-01,414.0299987792969,431.92999267578125,396.79998779296875,431.3500061035156,420.0266621907552,6.040318190669114,17.32000732421875,4.1832735249339725
1992-12-01,431.3500061035156,450.0400085449219,426.8800048828125,443.3800048828125,440.1000061035156,6.08700198768552,12.029998779296875,2.78891818919087
1993-03-01,443.3800048828125,456.760009765625,432.29998779296875,450.19000244140625,446.4166666666667,6.10125274609296,6.80999755859375,1.5359279813246474
1993-06-01,450.2300109863281,463.55999755859375,441.3999938964844,463.55999755859375,456.17332967122394,6.122872846219411,13.3699951171875,2.969856070699306
1993-09-01,463.54998779296875,471.1000061035156,449.6400146484375,461.7900085449219,460.8433430989583,6.13305816550288,-1.769989013671875,-0.38182522715372036
1993-12-01,461.92999267578125,482.8500061035156,461.45001220703125,467.1400146484375,470.4800109863281,6.153753473503018,5.350006103515625,1.1585365652178714
1994-03-01,467.19000244140625,471.0899963378906,435.8599853515625,456.5,454.4833272298177,6.11916122918189,-10.6400146484375,-2.2776928361499915
1994-06-01,456.5,477.5899963378906,439.8299865722656,475.489990234375,464.30332438151044,6.1405380549862665,18.989990234375,4.159910237541076
1994-09-01,475.489990234375,475.489990234375,444.17999267578125,453.69000244140625,457.7866617838542,6.126403271628433,-21.79998779296875,-4.5847416855659295
1994-12-01,453.54998779296875,489.19000244140625,442.8800048828125,487.3900146484375,473.15334065755206,6.159419523391225,33.70001220703125,7.427982107977704
1995-03-01,487.3900146484375,533.4099731445312,479.70001220703125,533.4000244140625,515.5033365885416,6.2451437759647614,46.010009765625,9.440080506945293
1995-06-01,533.4000244140625,565.6199951171875,526,561.8800048828125,551.1666666666666,6.312037243753737,28.47998046875,5.339328677390887
1995-09-01,561.8800048828125,608.6900024414062,561.010009765625,605.3699951171875,591.6900024414062,6.382982853209679,43.489990234375,7.740085045995793
1995-12-01,605.3699951171875,664.22998046875,597.2899780273438,640.4299926757812,633.9833170572916,6.4520226403012515,35.05999755859375,5.791499057003446
1996-03-01,640.4299926757812,681.0999755859375,624.1400146484375,669.1199951171875,658.1199951171875,6.489387278099115,28.69000244140625,4.479803065052668
1996-06-01,669.1199951171875,680.3200073242188,605.8800048828125,651.989990234375,646.0633341471354,6.47089753945239,-17.1300048828125,-2.5600796580309004
1996-09-01,651.989990234375,762.1199951171875,643.969970703125,757.02001953125,721.0366617838541,6.580689984513502,105.030029296875,16.109147513003876
1996-12-01,757.02001953125,817.6799926757812,716.6900024414062,790.8200073242188,775.0633341471354,6.652944747494503,33.79998779296875,4.464873704911776
1997-03-01,790.8200073242188,851.8699951171875,733.5399780273438,848.280029296875,811.2300008138021,6.698551615404783,57.46002197265625,7.2658786374253825
1997-06-01,848.280029296875,964.1699829101562,838.8200073242188,899.469970703125,900.8199869791666,6.80330544517121,51.18994140625,6.034556943263247
1997-09-01,899.469970703125,983.1199951171875,855.27001953125,955.4000244140625,931.2633463541666,6.836542101246553,55.9300537109375,6.218112392036423
1997-12-01,955.4000244140625,1051.6600341796875,912.8300170898438,1049.3399658203125,1004.6100056966146,6.912354691147506,93.93994140625,9.832524492959106
1998-03-01,1049.3399658203125,1132.97998046875,1030.8699951171875,1090.8199462890625,1084.8899739583333,6.989233854342559,41.47998046875,3.952959176230686
1998-06-01,1090.8199462890625,1190.5799560546875,957.280029296875,957.280029296875,1035.0466715494792,6.942201797967319,-133.5399169921875,-12.242159436714228
1998-09-01,957.280029296875,1192.969970703125,923.3200073242188,1163.6300048828125,1093.306660970052,6.996962016958285,206.3499755859375,21.555863412036523
1998-12-01,1163.6300048828125,1283.8399658203125,1136.8900146484375,1238.3299560546875,1219.6866455078125,7.106349256791804,74.699951171875,6.419562133875867
1999-03-01,1238.3299560546875,1375.97998046875,1216.030029296875,1301.8399658203125,1297.9499918619792,7.1685413694509545,63.510009765625,5.128682339880353
1999-06-01,1301.8399658203125,1420.3299560546875,1267.72998046875,1320.4100341796875,1336.1566569010417,7.197552605381853,18.570068359375,1.4264478620207077
1999-09-01,1320.4100341796875,1425.31005859375,1233.699951171875,1388.9100341796875,1349.3066813151042,7.207346170114325,68.5,5.187782448393463
1999-12-01,1388.9100341796875,1478,1325.0699462890625,1366.4200439453125,1389.8299967447917,7.2369367141447825,-22.489990234375,-1.619254644355561
2000-03-01,1366.4200439453125,1552.8699951171875,1339.4000244140625,1420.5999755859375,1437.6233317057292,7.270746564960445,54.179931640625,3.9651007668322302
2000-06-01,1420.5999755859375,1525.2099609375,1413.8900146484375,1517.6800537109375,1485.5933430989583,7.303569529077298,97.080078125,6.833737842699783
2000-09-01,1517.6800537109375,1530.0899658203125,1294.9000244140625,1314.949951171875,1379.97998046875,7.2298242711393215,-202.7301025390625,-13.357894639476841
2000-12-01,1314.949951171875,1389.050048828125,1215.43994140625,1239.93994140625,1281.4766438802083,7.155768320027588,-75.010009765625,-5.7044003613047405
2001-03-01,1239.93994140625,1315.9300537109375,1081.18994140625,1255.8199462890625,1217.6466471354167,7.104675297095839,15.8800048828125,1.2807075853046967
2001-06-01,1255.8199462890625,1286.6199951171875,1124.8699951171875,1133.5799560546875,1181.6899820963542,7.074700881073581,-122.239990234375,-9.733878697785714
2001-09-01,1133.5799560546875,1163.3800048828125,944.75,1139.449951171875,1082.5266520182292,6.987053080375618,5.8699951171875,0.5178280619584585
2001-12-01,1139.449951171875,1176.969970703125,1074.3599853515625,1106.72998046875,1119.3533121744792,7.020506397685441,-32.719970703125,-2.8715583926677835
2002-03-01,1106.72998046875,1173.93994140625,1048.9599609375,1067.1400146484375,1096.6799723307292,7.000042687842079,-39.5899658203125,-3.5772018937757832
2002-06-01,1067.1400146484375,1070.739990234375,775.6799926757812,916.0700073242188,920.8299967447916,6.825275433706763,-151.07000732421875,-14.15653103158987
2002-09-01,916.0700073242188,941.8200073242188,768.6300048828125,936.3099975585938,882.2533365885416,6.782479244456464,20.239990234375,2.2094370596734914
2002-12-01,936.3099975585938,954.280029296875,806.2899780273438,841.1500244140625,867.2400105794271,6.765315767281852,-95.15997314453125,-10.163297774525383
2003-03-01,841.1500244140625,965.3800048828125,788.9000244140625,963.5900268554688,905.9566853841146,6.808991496273306,122.44000244140625,14.556262127757403
2003-06-01,963.5900268554688,1015.4099731445312,960.8400268554688,1008.010009765625,994.7533365885416,6.902494803499494,44.41998291015625,4.609842533874509
2003-09-01,1008.010009765625,1063.6500244140625,990.3599853515625,1058.199951171875,1037.4033203125,6.9444760625218755,50.18994140625,4.979111409609893
2003-12-01,1058.199951171875,1158.97998046875,1053.4100341796875,1144.93994140625,1119.1099853515625,7.020288992446638,86.739990234375,8.19693765231393
2004-03-01,1144.93994140625,1163.22998046875,1076.3199462890625,1120.6800537109375,1120.07666015625,7.021152408514861,-24.2598876953125,-2.1188786256784553
2004-06-01,1120.6800537109375,1146.3399658203125,1060.719970703125,1104.239990234375,1103.7666422526042,7.006483829723053,-16.4400634765625,-1.4669720784379114
2004-09-01,1104.239990234375,1188.4599609375,1090.2900390625,1173.8199462890625,1150.8566487630208,7.048261856015926,69.5799560546875,6.301162489136014
2004-12-01,1173.780029296875,1217.800048828125,1163.75,1203.5999755859375,1195.0500081380208,7.085943311304259,29.780029296875,2.5370185087604025
2005-03-01,1203.5999755859375,1229.1099853515625,1136.1500244140625,1191.5,1185.586669921875,7.077993011160359,-12.0999755859375,-1.0053153731618303
2005-06-01,1191.5,1245.8599853515625,1183.550048828125,1220.3299560546875,1216.5799967447917,7.103798919818829,28.8299560546875,2.419635422130728
2005-09-01,1220.3299560546875,1270.6400146484375,1168.199951171875,1249.47998046875,1229.4399820963542,7.114314045577697,29.1500244140625,2.3887002256589795
2005-12-01,1249.47998046875,1297.5699462890625,1245.739990234375,1280.6600341796875,1274.6566569010417,7.150432132622747,31.1800537109375,2.4954424399213027
2006-03-01,1280.6600341796875,1326.699951171875,1245.3399658203125,1270.0899658203125,1280.7099609375,7.155169860130756,-10.570068359375,-0.8253609917752702
2006-06-01,1270.050048828125,1306.739990234375,1219.2900390625,1303.8199462890625,1276.6166585286458,7.151968621874093,33.72998046875,2.6557158450555063
2006-09-01,1303.800048828125,1407.8900146484375,1290.9300537109375,1400.6300048828125,1366.4833577473958,7.219995826550745,96.81005859375,7.425109492249393
2006-12-01,1400.6300048828125,1461.5699462890625,1385.9300537109375,1406.8199462890625,1418.1066487630208,7.257077914957135,6.18994140625,0.44193979742479517
2007-03-01,1406.800048828125,1535.56005859375,1363.97998046875,1530.6199951171875,1476.7200113932292,7.297578698815571,123.800048828125,8.799992433622172
2007-06-01,1530.6199951171875,1555.9000244140625,1370.5999755859375,1473.989990234375,1466.8299967447917,7.290858886454924,-56.6300048828125,-3.6998082517847197
2007-09-01,1473.9599609375,1576.0899658203125,1406.0999755859375,1481.1400146484375,1487.7766520182292,7.305038104676872,7.1500244140625,0.4850795772992633
2007-12-01,1479.6300048828125,1523.5699462890625,1270.050048828125,1330.6300048828125,1374.75,7.226027175387924,-150.510009765625,-10.161767846191772
2008-03-01,1330.449951171875,1440.239990234375,1256.97998046875,1400.3800048828125,1365.8666585286458,7.219544420819014,69.75,5.241877888222035
2008-06-01,1399.6199951171875,1404.050048828125,1200.43994140625,1282.8299560546875,1295.7733154296875,7.1668629506796355,-117.550048828125,-8.394153616750755
2008-09-01,1287.8299560546875,1303.0400390625,741.02001953125,896.239990234375,980.1000162760416,6.887654623881645,-386.5899658203125,-30.135713934312903
