"REF_DATE","GEO","DGUID","Fertilizer product type","Period","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007/2008","Ontario","2016A000235","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471456","5.7.4","5","","","","0"
"2007/2008","Ontario","2016A000235","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471133","5.8.1","22","","","","0"
"2007/2008","Ontario","2016A000235","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471241","5.8.2","48","","","","0"
"2007/2008","Ontario","2016A000235","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471349","5.8.3","81","","","","0"
"2007/2008","Ontario","2016A000235","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471457","5.8.4","166","","","","0"
"2007/2008","Ontario","2016A000235","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471134","5.9.1","","x","","","0"
"2007/2008","Ontario","2016A000235","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471242","5.9.2","","x","","","0"
"2007/2008","Ontario","2016A000235","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471350","5.9.3","","x","","","0"
"2007/2008","Ontario","2016A000235","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471458","5.9.4","36","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471135","6.1.1","24","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471243","6.1.2","271","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471351","6.1.3","276","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471459","6.1.4","","x","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471136","6.2.1","236","","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471244","6.2.2","797","","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471352","6.2.3","1130","","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471460","6.2.4","1624","","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471137","6.3.1","111","","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471245","6.3.2","268","","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471353","6.3.3","351","","","","0"
"2007/2008","Prairie provinces","2016A00014","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471461","6.3.4","616","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471138","6.4.1","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471246","6.4.2","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471354","6.4.3","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471462","6.4.4","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471139","6.5.1","48","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471247","6.5.2","188","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471355","6.5.3","268","","","","0"
"2007/2008","Prairie provinces","2016A00014","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471463","6.5.4","528","","","","0"
"2007/2008","Prairie provinces","2016A00014","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471140","6.6.1","227","","","","0"
"2007/2008","Prairie provinces","2016A00014","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471248","6.6.2","451","","","","0"
"2007/2008","Prairie provinces","2016A00014","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471356","6.6.3","671","","","","0"
"2007/2008","Prairie provinces","2016A00014","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471464","6.6.4","964","","","","0"
"2007/2008","Prairie provinces","2016A00014","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471141","6.7.1","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471249","6.7.2","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471357","6.7.3","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471465","6.7.4","0","","","","0"
"2007/2008","Prairie provinces","2016A00014","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471142","6.8.1","44","","","","0"
"2007/2008","Prairie provinces","2016A00014","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471250","6.8.2","111","","","","0"
"2007/2008","Prairie provinces","2016A00014","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471358","6.8.3","156","","","","0"
"2007/2008","Prairie provinces","2016A00014","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471466","6.8.4","271","","","","0"
"2007/2008","Prairie provinces","2016A00014","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471143","6.9.1","","x","","","0"
"2007/2008","Prairie provinces","2016A00014","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471251","6.9.2","51","","","","0"
"2007/2008","Prairie provinces","2016A00014","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471359","6.9.3","72","","","","0"
"2007/2008","Prairie provinces","2016A00014","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471467","6.9.4","130","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471144","7.1.1","11","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471252","7.1.2","112","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471360","7.1.3","113","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471468","7.1.4","175","","","","0"
"2007/2008","Manitoba","2016A000246","Urea 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471145","7.2.1","39","","","","0"
"2007/2008","Manitoba","2016A000246","Urea 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471253","7.2.2","119","","","","0"
"2007/2008","Manitoba","2016A000246","Urea 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471361","7.2.3","156","","","","0"
"2007/2008","Manitoba","2016A000246","Urea 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471469","7.2.4","222","","","","0"
"2007/2008","Manitoba","2016A000246","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471146","7.3.1","","x","","","0"
"2007/2008","Manitoba","2016A000246","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471254","7.3.2","104","","","","0"
"2007/2008","Manitoba","2016A000246","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471362","7.3.3","139","","","","0"
"2007/2008","Manitoba","2016A000246","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471470","7.3.4","205","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471147","7.4.1","0","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471255","7.4.2","0","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471363","7.4.3","0","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471471","7.4.4","0","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471148","7.5.1","12","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471256","7.5.2","41","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471364","7.5.3","51","","","","0"
"2007/2008","Manitoba","2016A000246","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471472","7.5.4","102","","","","0"
"2007/2008","Manitoba","2016A000246","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471149","7.6.1","63","","","","0"
"2007/2008","Manitoba","2016A000246","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471257","7.6.2","126","","","","0"
"2007/2008","Manitoba","2016A000246","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471365","7.6.3","176","","","","0"
"2007/2008","Manitoba","2016A000246","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471473","7.6.4","227","","","","0"
"2007/2008","Manitoba","2016A000246","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471150","7.7.1","0","","","","0"
"2007/2008","Manitoba","2016A000246","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471258","7.7.2","0","","","","0"
"2007/2008","Manitoba","2016A000246","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471366","7.7.3","0","","","","0"
"2007/2008","Manitoba","2016A000246","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471474","7.7.4","0","","","","0"
"2007/2008","Manitoba","2016A000246","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471151","7.8.1","28","","","","0"
"2007/2008","Manitoba","2016A000246","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471259","7.8.2","","x","","","0"
"2007/2008","Manitoba","2016A000246","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471367","7.8.3","","x","","","0"
"2007/2008","Manitoba","2016A000246","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471475","7.8.4","","x","","","0"
"2007/2008","Manitoba","2016A000246","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471152","7.9.1","5","","","","0"
"2007/2008","Manitoba","2016A000246","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471260","7.9.2","17","","","","0"
"2007/2008","Manitoba","2016A000246","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471368","7.9.3","22","","","","0"
"2007/2008","Manitoba","2016A000246","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471476","7.9.4","37","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471153","8.1.1","7","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471261","8.1.2","76","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471369","8.1.3","79","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471477","8.1.4","235","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471154","8.2.1","80","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471262","8.2.2","327","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471370","8.2.3","497","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471478","8.2.4","686","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471155","8.3.1","56","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471263","8.3.2","144","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471371","8.3.3","188","","","","0"
"2007/2008","Saskatchewan","2016A000247","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471479","8.3.4","360","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471156","8.4.1","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471264","8.4.2","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471372","8.4.3","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471480","8.4.4","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471157","8.5.1","23","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471265","8.5.2","83","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471373","8.5.3","123","","","","0"
"2007/2008","Saskatchewan","2016A000247","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471481","8.5.4","237","","","","0"
"2007/2008","Saskatchewan","2016A000247","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471158","8.6.1","95","","","","0"
"2007/2008","Saskatchewan","2016A000247","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471266","8.6.2","180","","","","0"
"2007/2008","Saskatchewan","2016A000247","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471374","8.6.3","287","","","","0"
"2007/2008","Saskatchewan","2016A000247","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471482","8.6.4","408","","","","0"
"2007/2008","Saskatchewan","2016A000247","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471159","8.7.1","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471267","8.7.2","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471375","8.7.3","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471483","8.7.4","0","","","","0"
"2007/2008","Saskatchewan","2016A000247","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471160","8.8.1","","x","","","0"
"2007/2008","Saskatchewan","2016A000247","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471268","8.8.2","","x","","","0"
"2007/2008","Saskatchewan","2016A000247","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471376","8.8.3","","x","","","0"
"2007/2008","Saskatchewan","2016A000247","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471484","8.8.4","","x","","","0"
"2007/2008","Saskatchewan","2016A000247","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471161","8.9.1","6","","","","0"
"2007/2008","Saskatchewan","2016A000247","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471269","8.9.2","20","","","","0"
"2007/2008","Saskatchewan","2016A000247","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471377","8.9.3","28","","","","0"
"2007/2008","Saskatchewan","2016A000247","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471485","8.9.4","59","","","","0"
"2007/2008","Alberta","2016A000248","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471162","9.1.1","6","","","","0"
"2007/2008","Alberta","2016A000248","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471270","9.1.2","83","","","","0"
"2007/2008","Alberta","2016A000248","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471378","9.1.3","83","","","","0"
"2007/2008","Alberta","2016A000248","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471486","9.1.4","","x","","","0"
"2007/2008","Alberta","2016A000248","Urea 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471163","9.2.1","117","","","","0"
"2007/2008","Alberta","2016A000248","Urea 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471271","9.2.2","351","","","","0"
"2007/2008","Alberta","2016A000248","Urea 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471379","9.2.3","476","","","","0"
"2007/2008","Alberta","2016A000248","Urea 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471487","9.2.4","715","","","","0"
"2007/2008","Alberta","2016A000248","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471164","9.3.1","","x","","","0"
"2007/2008","Alberta","2016A000248","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471272","9.3.2","20","","","","0"
"2007/2008","Alberta","2016A000248","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471380","9.3.3","24","","","","0"
"2007/2008","Alberta","2016A000248","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471488","9.3.4","51","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471165","9.4.1","0","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471273","9.4.2","0","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471381","9.4.3","0","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471489","9.4.4","0","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471166","9.5.1","13","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471274","9.5.2","64","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471382","9.5.3","93","","","","0"
"2007/2008","Alberta","2016A000248","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471490","9.5.4","189","","","","0"
"2007/2008","Alberta","2016A000248","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471167","9.6.1","68","","","","0"
"2007/2008","Alberta","2016A000248","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471275","9.6.2","145","","","","0"
"2007/2008","Alberta","2016A000248","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471383","9.6.3","208","","","","0"
"2007/2008","Alberta","2016A000248","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471491","9.6.4","329","","","","0"
"2007/2008","Alberta","2016A000248","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471168","9.7.1","0","","","","0"
"2007/2008","Alberta","2016A000248","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471276","9.7.2","0","","","","0"
"2007/2008","Alberta","2016A000248","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471384","9.7.3","0","","","","0"
"2007/2008","Alberta","2016A000248","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471492","9.7.4","0","","","","0"
"2007/2008","Alberta","2016A000248","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471169","9.8.1","","x","","","0"
"2007/2008","Alberta","2016A000248","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471277","9.8.2","27","","","","0"
"2007/2008","Alberta","2016A000248","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471385","9.8.3","","x","","","0"
"2007/2008","Alberta","2016A000248","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471493","9.8.4","","x","","","0"
"2007/2008","Alberta","2016A000248","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471170","9.9.1","3","","","","0"
"2007/2008","Alberta","2016A000248","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471278","9.9.2","14","","","","0"
"2007/2008","Alberta","2016A000248","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471386","9.9.3","21","","","","0"
"2007/2008","Alberta","2016A000248","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471494","9.9.4","33","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471171","10.1.1","0","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471279","10.1.2","0","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471387","10.1.3","0","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471495","10.1.4","0","","","","0"
"2007/2008","British Columbia","2016A000259","Urea 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471172","10.2.1","","x","","","0"
"2007/2008","British Columbia","2016A000259","Urea 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471280","10.2.2","","x","","","0"
"2007/2008","British Columbia","2016A000259","Urea 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471388","10.2.3","","x","","","0"
"2007/2008","British Columbia","2016A000259","Urea 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471496","10.2.4","","x","","","0"
"2007/2008","British Columbia","2016A000259","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471173","10.3.1","","x","","","0"
"2007/2008","British Columbia","2016A000259","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471281","10.3.2","","x","","","0"
"2007/2008","British Columbia","2016A000259","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471389","10.3.3","","x","","","0"
"2007/2008","British Columbia","2016A000259","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471497","10.3.4","","x","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471174","10.4.1","0","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471282","10.4.2","0","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471390","10.4.3","0","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471498","10.4.4","0","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471175","10.5.1","","x","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471283","10.5.2","","x","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471391","10.5.3","4","","","","0"
"2007/2008","British Columbia","2016A000259","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471499","10.5.4","7","","","","0"
"2007/2008","British Columbia","2016A000259","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471176","10.6.1","","x","","","0"
"2007/2008","British Columbia","2016A000259","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471284","10.6.2","","x","","","0"
"2007/2008","British Columbia","2016A000259","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471392","10.6.3","","x","","","0"
"2007/2008","British Columbia","2016A000259","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471500","10.6.4","","x","","","0"
