"REF_DATE","GEO","DGUID","Fertilizer product type","Period","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010/2011","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471087","1.7.4","0","","","","0"
"2010/2011","Canada","2016A000011124","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471061","1.8.1","2712","","","","0"
"2010/2011","Canada","2016A000011124","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471070","1.8.2","7461","","","","0"
"2010/2011","Canada","2016A000011124","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471079","1.8.3","12289","","","","0"
"2010/2011","Canada","2016A000011124","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471088","1.8.4","17149","","","","0"
"2010/2011","Canada","2016A000011124","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471062","1.9.1","","x","","","0"
"2010/2011","Canada","2016A000011124","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471071","1.9.2","","x","","","0"
"2010/2011","Canada","2016A000011124","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471080","1.9.3","","x","","","0"
"2010/2011","Canada","2016A000011124","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471089","1.9.4","187","","","","0"
"2011/2012","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471054","1.1.1","1086","","","","0"
"2011/2012","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471063","1.1.2","2349","","","","0"
"2011/2012","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471072","1.1.3","3561","","","","0"
"2011/2012","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471081","1.1.4","4749","","","","0"
"2011/2012","Canada","2016A000011124","Urea (gross) 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471055","1.2.1","787","","","","0"
"2011/2012","Canada","2016A000011124","Urea (gross) 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471064","1.2.2","1839","","","","0"
"2011/2012","Canada","2016A000011124","Urea (gross) 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471073","1.2.3","2708","","","","0"
"2011/2012","Canada","2016A000011124","Urea (gross) 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471082","1.2.4","3711","","","","0"
"2011/2012","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471056","1.3.1","303","","","","0"
"2011/2012","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471065","1.3.2","672","","","","0"
"2011/2012","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471074","1.3.3","952","","","","0"
"2011/2012","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471083","1.3.4","1262","","","","0"
"2011/2012","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471057","1.4.1","","x","","","0"
"2011/2012","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471066","1.4.2","","x","","","0"
"2011/2012","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471075","1.4.3","","x","","","0"
"2011/2012","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471084","1.4.4","","x","","","0"
"2011/2012","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471058","1.5.1","230","","","","0"
"2011/2012","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471067","1.5.2","483","","","","0"
"2011/2012","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471076","1.5.3","733","","","","0"
"2011/2012","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471085","1.5.4","952","","","","0"
"2011/2012","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471059","1.6.1","","x","","","0"
"2011/2012","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471068","1.6.2","","x","","","0"
"2011/2012","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471077","1.6.3","","x","","","0"
"2011/2012","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471086","1.6.4","","x","","","0"
"2011/2012","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471060","1.7.1","0","","","","0"
"2011/2012","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471069","1.7.2","0","","","","0"
"2011/2012","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471078","1.7.3","0","","","","0"
"2011/2012","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471087","1.7.4","0","","","","0"
"2011/2012","Canada","2016A000011124","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471061","1.8.1","3878","","","","0"
"2011/2012","Canada","2016A000011124","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471070","1.8.2","8096","","","","0"
"2011/2012","Canada","2016A000011124","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471079","1.8.3","11687","","","","0"
"2011/2012","Canada","2016A000011124","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471088","1.8.4","16532","","","","0"
"2011/2012","Canada","2016A000011124","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471062","1.9.1","","x","","","0"
"2011/2012","Canada","2016A000011124","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471071","1.9.2","","x","","","0"
"2011/2012","Canada","2016A000011124","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471080","1.9.3","","x","","","0"
"2011/2012","Canada","2016A000011124","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471089","1.9.4","205","","","","0"
"2012/2013","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471054","1.1.1","1093","","","","0"
"2012/2013","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471063","1.1.2","2407","","","","0"
"2012/2013","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471072","1.1.3","3623","","","","0"
"2012/2013","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471081","1.1.4","4783","","","","0"
"2012/2013","Canada","2016A000011124","Urea (gross) 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471055","1.2.1","898","","","","0"
"2012/2013","Canada","2016A000011124","Urea (gross) 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471064","1.2.2","1932","","","","0"
"2012/2013","Canada","2016A000011124","Urea (gross) 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471073","1.2.3","2911","","","","0"
"2012/2013","Canada","2016A000011124","Urea (gross) 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471082","1.2.4","3770","","","","0"
"2012/2013","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471056","1.3.1","179","","","","0"
"2012/2013","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471065","1.3.2","415","","","","0"
"2012/2013","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471074","1.3.3","679","","","","0"
"2012/2013","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471083","1.3.4","943","","","","0"
"2012/2013","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471057","1.4.1","","x","","","0"
"2012/2013","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471066","1.4.2","","x","","","0"
"2012/2013","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471075","1.4.3","","x","","","0"
"2012/2013","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471084","1.4.4","","x","","","0"
"2012/2013","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471058","1.5.1","230","","","","0"
"2012/2013","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471067","1.5.2","462","","","","0"
"2012/2013","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471076","1.5.3","704","","","","0"
"2012/2013","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471085","1.5.4","942","","","","0"
"2012/2013","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471059","1.6.1","","x","","","0"
"2012/2013","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471068","1.6.2","","x","","","0"
"2012/2013","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471077","1.6.3","","x","","","0"
"2012/2013","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471086","1.6.4","","x","","","0"
"2012/2013","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471060","1.7.1","0","","","","0"
"2012/2013","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471069","1.7.2","0","","","","0"
"2012/2013","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471078","1.7.3","0","","","","0"
"2012/2013","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471087","1.7.4","0","","","","0"
"2012/2013","Canada","2016A000011124","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471061","1.8.1","","x","","","0"
"2012/2013","Canada","2016A000011124","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471070","1.8.2","","x","","","0"
"2012/2013","Canada","2016A000011124","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471079","1.8.3","","x","","","0"
"2012/2013","Canada","2016A000011124","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471088","1.8.4","","x","","","0"
"2012/2013","Canada","2016A000011124","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471062","1.9.1","27","","","","0"
"2012/2013","Canada","2016A000011124","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471071","1.9.2","","x","","","0"
"2012/2013","Canada","2016A000011124","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471080","1.9.3","","x","","","0"
"2012/2013","Canada","2016A000011124","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471089","1.9.4","217","","","","0"
"2013/2014","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471054","1.1.1","1154","","","","0"
"2013/2014","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471063","1.1.2","2283","","","","0"
"2013/2014","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471072","1.1.3","3407","","","","0"
"2013/2014","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471081","1.1.4","4545","","","","0"
"2013/2014","Canada","2016A000011124","Urea (gross) 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471055","1.2.1","836","","","","0"
"2013/2014","Canada","2016A000011124","Urea (gross) 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471064","1.2.2","1722","","","","0"
"2013/2014","Canada","2016A000011124","Urea (gross) 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471073","1.2.3","2741","","","","0"
"2013/2014","Canada","2016A000011124","Urea (gross) 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471082","1.2.4","3592","","","","0"
"2013/2014","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471056","1.3.1","326","","","","0"
"2013/2014","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471065","1.3.2","624","","","","0"
"2013/2014","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471074","1.3.3","920","","","","0"
"2013/2014","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471083","1.3.4","1281","","","","0"
"2013/2014","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471057","1.4.1","","x","","","0"
"2013/2014","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471066","1.4.2","","x","","","0"
"2013/2014","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471075","1.4.3","","x","","","0"
"2013/2014","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471084","1.4.4","","x","","","0"
"2013/2014","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471058","1.5.1","254","","","","0"
"2013/2014","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471067","1.5.2","513","","","","0"
"2013/2014","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471076","1.5.3","750","","","","0"
"2013/2014","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471085","1.5.4","997","","","","0"
"2013/2014","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471059","1.6.1","","x","","","0"
"2013/2014","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471068","1.6.2","","x","","","0"
"2013/2014","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471077","1.6.3","","x","","","0"
"2013/2014","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471086","1.6.4","","x","","","0"
"2013/2014","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471060","1.7.1","0","","","","0"
"2013/2014","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471069","1.7.2","0","","","","0"
"2013/2014","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471078","1.7.3","0","","","","0"
"2013/2014","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471087","1.7.4","0","","","","0"
"2013/2014","Canada","2016A000011124","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471061","1.8.1","3209","","","","0"
"2013/2014","Canada","2016A000011124","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471070","1.8.2","6502","","","","0"
"2013/2014","Canada","2016A000011124","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471079","1.8.3","11014","","","","0"
"2013/2014","Canada","2016A000011124","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471088","1.8.4","15769","","","","0"
"2013/2014","Canada","2016A000011124","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471062","1.9.1","","x","","","0"
"2013/2014","Canada","2016A000011124","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471071","1.9.2","","x","","","0"
"2013/2014","Canada","2016A000011124","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471080","1.9.3","","x","","","0"
"2013/2014","Canada","2016A000011124","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471089","1.9.4","261","","","","0"
"2014/2015","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471054","1.1.1","1133","","","","0"
"2014/2015","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471063","1.1.2","2259","","","","0"
"2014/2015","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471072","1.1.3","3563","","","","0"
"2014/2015","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471081","1.1.4","4801","","","","0"
"2014/2015","Canada","2016A000011124","Urea (gross) 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471055","1.2.1","906","","","","0"
"2014/2015","Canada","2016A000011124","Urea (gross) 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471064","1.2.2","1812","","","","0"
"2014/2015","Canada","2016A000011124","Urea (gross) 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471073","1.2.3","2898","","","","0"
"2014/2015","Canada","2016A000011124","Urea (gross) 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471082","1.2.4","3861","","","","0"
"2014/2015","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471056","1.3.1","275","","","","0"
"2014/2015","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471065","1.3.2","534","","","","0"
"2014/2015","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471074","1.3.3","889","","","","0"
"2014/2015","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471083","1.3.4","1228","","","","0"
"2014/2015","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471057","1.4.1","","x","","","0"
"2014/2015","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471066","1.4.2","","x","","","0"
"2014/2015","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471075","1.4.3","","x","","","0"
"2014/2015","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471084","1.4.4","","x","","","0"
"2014/2015","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471058","1.5.1","219","","","","0"
"2014/2015","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471067","1.5.2","450","","","","0"
"2014/2015","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471076","1.5.3","693","","","","0"
"2014/2015","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471085","1.5.4","931","","","","0"
"2014/2015","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471059","1.6.1","","x","","","0"
"2014/2015","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471068","1.6.2","","x","","","0"
"2014/2015","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471077","1.6.3","","x","","","0"
"2014/2015","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471086","1.6.4","","x","","","0"
"2014/2015","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471060","1.7.1","0","","","","0"
"2014/2015","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471069","1.7.2","0","","","","0"
"2014/2015","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to March","Metric tonnes","214","thousands","3","v52471078","1.7.3","0","","","","0"
"2014/2015","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to June","Metric tonnes","214","thousands","3","v52471087","1.7.4","0","","","","0"
"2014/2015","Canada","2016A000011124","Potash 0-0-60-0","July to September","Metric tonnes","214","thousands","3","v52471061","1.8.1","","x","","","0"
"2014/2015","Canada","2016A000011124","Potash 0-0-60-0","July to December","Metric tonnes","214","thousands","3","v52471070","1.8.2","","x","","","0"
"2014/2015","Canada","2016A000011124","Potash 0-0-60-0","July to March","Metric tonnes","214","thousands","3","v52471079","1.8.3","","x","","","0"
"2014/2015","Canada","2016A000011124","Potash 0-0-60-0","July to June","Metric tonnes","214","thousands","3","v52471088","1.8.4","","x","","","0"
"2014/2015","Canada","2016A000011124","Other fertilizer products","July to September","Metric tonnes","214","thousands","3","v52471062","1.9.1","","x","","","0"
"2014/2015","Canada","2016A000011124","Other fertilizer products","July to December","Metric tonnes","214","thousands","3","v52471071","1.9.2","","x","","","0"
"2014/2015","Canada","2016A000011124","Other fertilizer products","July to March","Metric tonnes","214","thousands","3","v52471080","1.9.3","","x","","","0"
"2014/2015","Canada","2016A000011124","Other fertilizer products","July to June","Metric tonnes","214","thousands","3","v52471089","1.9.4","268","","","","0"
"2015/2016","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471054","1.1.1","1202","","","","0"
"2015/2016","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471063","1.1.2","2329","","","","0"
"2015/2016","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471072","1.1.3","3609","","","","0"
"2015/2016","Canada","2016A000011124","Ammonia (NH3) 82-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471081","1.1.4","4919","","","","0"
"2015/2016","Canada","2016A000011124","Urea (gross) 46-0-0","July to September","Metric tonnes","214","thousands","3","v52471055","1.2.1","923","","","","0"
"2015/2016","Canada","2016A000011124","Urea (gross) 46-0-0","July to December","Metric tonnes","214","thousands","3","v52471064","1.2.2","1738","","","","0"
"2015/2016","Canada","2016A000011124","Urea (gross) 46-0-0","July to March","Metric tonnes","214","thousands","3","v52471073","1.2.3","2753","","","","0"
"2015/2016","Canada","2016A000011124","Urea (gross) 46-0-0","July to June","Metric tonnes","214","thousands","3","v52471082","1.2.4","3823","","","","0"
"2015/2016","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471056","1.3.1","260","","","","0"
"2015/2016","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471065","1.3.2","529","","","","0"
"2015/2016","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471074","1.3.3","826","","","","0"
"2015/2016","Canada","2016A000011124","Urea ammonium nitrate (UAN) 28-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471083","1.3.4","1228","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to September","Metric tonnes","214","thousands","3","v52471057","1.4.1","80","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to December","Metric tonnes","214","thousands","3","v52471066","1.4.2","232","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to March","Metric tonnes","214","thousands","3","v52471075","1.4.3","386","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium nitrate/calcium ammonium nitrate (AN/CAN) 34-0-0-0","July to June","Metric tonnes","214","thousands","3","v52471084","1.4.4","579","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to September","Metric tonnes","214","thousands","3","v52471058","1.5.1","240","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to December","Metric tonnes","214","thousands","3","v52471067","1.5.2","494","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to March","Metric tonnes","214","thousands","3","v52471076","1.5.3","743","","","","0"
"2015/2016","Canada","2016A000011124","Ammonium sulphate (AS) 20-0-0-24","July to June","Metric tonnes","214","thousands","3","v52471085","1.5.4","964","","","","0"
"2015/2016","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to September","Metric tonnes","214","thousands","3","v52471059","1.6.1","","x","","","0"
"2015/2016","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to December","Metric tonnes","214","thousands","3","v52471068","1.6.2","","x","","","0"
"2015/2016","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to March","Metric tonnes","214","thousands","3","v52471077","1.6.3","","x","","","0"
"2015/2016","Canada","2016A000011124","Monoammonium phosphate (MAP) 11-52-0","July to June","Metric tonnes","214","thousands","3","v52471086","1.6.4","","x","","","0"
"2015/2016","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to September","Metric tonnes","214","thousands","3","v52471060","1.7.1","0","","","","0"
"2015/2016","Canada","2016A000011124","Diammonium phosphate (DAP) 18-46-0","July to December","Metric tonnes","214","thousands","3","v52471069","1.7.2","0","","","","0"
